EBELN,EBELP,MATNR,TXZ01,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,NETWR,BPRME,BPUMZ,BPUMN,INFNR,MWSKZ,WEPOS,REPOS,LOEKZ,ELIKZ,EKKO_BUKRS,EKKO_BSTYP,EKKO_BSART,EKKO_LIFNR,EKKO_EKORG,EKKO_EKGRP,EKKO_BEDAT,EKKO_AEDAT,EKKO_KDATB,EKKO_KDATE,EKKO_WAERS,EKKO_ZTERM,EKKO_INCO1,EKKO_INCO2,EKKO_WKURS,EKKO_KUNNR,EKKO_LLIEF,EKKO_VERKF,EKKO_LOEKZ,BANFN,BNFPO,EBAN_BSART,EBAN_TXZ01,EBAN_LGORT,EBAN_MENGE,EBAN_MEINS,EBAN_BADAT,EBAN_AFNAM,EBAN_EKGRP,EBAN_FRGRL,EBAN_FRGST,EBAN_KNTTP,EBAN_PREIS,EBAN_PEINH,EBAN_WAERS,EBAN_BEDNR,EBAN_LOEKZ,EBKN_ZEKKN,EBKN_KOSTL,EBKN_PS_PSP_PNR,EBKN_SAKTO,EBKN_KOKRS,EBKN_GSBER,EBKN_VBELN,EBKN_VBELP,EBKN_AUFNR,EBKN_ANLN1,EBKN_VKONT,EBKN_PRCTR,EBKN_FKBER,EBKN_BUKRS,EKKN_ZEKKN,EKKN_KOSTL,EKKN_PS_PSP_PNR,EKKN_SAKTO,EKKN_KOKRS,EKKN_GSBER,EKKN_VBELN,EKKN_VBELP,EKKN_AUFNR,EKKN_ANLN1,EKKN_PRCTR,EKKN_FKBER,EKKN_BUKRS,EKKN_VKONT,EKBE_ZEKKN,EKBE_VGABE,EKBE_GJAHR,EKBE_BELNR,EKBE_BUZEI,EKBE_BEWTP,EKBE_MENGE,EKBE_MEINS,EKBE_DMBTR,EKBE_WAERS,EKBE_BUDAT,EKBE_BLDAT,EKBE_SHKZG,EKBE_BWART,EKBE_MATNR,EKBE_WERKS,EKBE_LGORT,EKBE_LIFNR,MSEG_MBLNR,MSEG_MJAHR,MSEG_ZEILE,MSEG_BWART,MSEG_MATNR,MSEG_WERKS,MSEG_LGORT,MSEG_CHARG,MSEG_LIFNR,MSEG_MENGE,MSEG_MEINS,MSEG_DMBTR,MSEG_WAERS,MSEG_BUKRS,MSEG_KOSTL,MSEG_SAKTO,MSEG_SGTXT,MSEG_XAUTO,MBLNR,MJAHR,MKPF_BLDAT,MKPF_BUDAT,MKPF_CPUDT,MKPF_USNAM,MKPF_TCODE,MKPF_BKTXT,MKPF_FRBNR,MKPF_XABLN,MKPF_VBELN,MKPF_KZDIS,MKPF_BWART,MARD_LABST,MARD_UMLME,MARD_EINME,MARD_AUSME,MARD_SPEME,MARD_INSME,MARD_LFGJA,MARD_LFMON,MARD_LFGBE,MARD_LBKUM,MARD_SALK3,MARD_MAABC,MARD_MTVFP,MARD_PERKZ,MARD_BKLAS,kpi_three_way_match,kpi_po_cycle_time_days,kpi_on_time_delivery
4500000109,10,MAT00000035,PO Item 109,2000,0001,368.045,PC,12916.78,1,4753956.3,EA,1,1,INFO000004,V2,X,X,,,1000,F,FO,V000025,2000,20,20240518,20240518,20240518,20240816,INR,2/10NET30,DDP,DESTINATION PORT,89.9517,,,SALES01,L,1000000036.0,10.0,ZNB,PR Item 36,0002,429.634,M,20251002.0,USER005,1.0,03,3.0,A,14105.42,1.0,EUR,REQ00000036,,1.0,CC000003,WBS-0002,6000000001.0,1000.0,BU03,,,ORD572387,,,PC0003,ADM,1000.0,1,CC000005,WBS-0008,6000000025,1000,BU04,,,,,PC0001,,2000,,1,1,2023,5000000109,1,W,146.236,PC,244590.78,USD,20230112,20230112,H,121,MAT00000042,2100,0001,V000024,5000000109,2024,1,501,MAT00000039,2100,0001,,V000011,85.82,M,329983.6,INR,3000,CC000013,6000000012,GR Material 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000110,10,MAT00000014,PO Item 110,1100,0002,448.951,M,20434.74,1,9174196.96,EA,1,1,INFO000045,V0,X,X,,,3000,F,FO,V000033,3000,1,20230819,20230819,20230819,20231117,INR,NET60,DAP,DESTINATION PORT,76.5153,,,SALES05,,1000000092.0,10.0,NB,PR Item 92,0001,45.47,M,20230628.0,USER009,3.0,X,3.0,F,26639.64,1.0,EUR,REQ00000092,,1.0,CC000006,WBS-0002,6000000027.0,1000.0,BU03,,,ORD926097,,,PC0003,,2000.0,1,CC000020,WBS-0028,6000000017,1000,BU01,,,ORD892630,,PC0010,,3000,,1,4,2024,5000000110,1,W,91.159,EA,39273.38,USD,20240208,20240208,H,101,MAT00000016,3000,0001,V000018,5000000110,2025,1,101,MAT00000011,2100,WH01,,V000033,174.352,KG,190862.44,EUR,3000,CC000011,6000000024,GR Material 110,,5000000110.0,2025.0,20250414.0,20250414.0,20250414.0,USER013,MIGO,GR for PO 4500000110,DLV00000110,SLIP244935,4500000110.0,X,501.0,362.161,0.765,0.0,0.0,1.287,0.0,2025.0,9.0,452.125,211.302,262448.58,B,PD,M,7196.0,1,656.0,0.0
4500000111,10,MAT00000008,PO Item 111,1100,WH01,483.604,L,8755.12,1,4234011.05,KG,1,1,INFO000041,I0,X,X,,,1000,F,FO,V000010,3000,10,20230313,20230313,20230313,20230611,INR,2/10NET30,FOB,DESTINATION PORT,76.0456,,,SALES03,,1000000188.0,10.0,RS,PR Item 188,0010,68.955,M,20230803.0,USER001,2.0,X,4.0,A,44878.56,1.0,USD,REQ00000188,,1.0,CC000007,WBS-0008,6000000022.0,1000.0,BU02,,,,,,PC0004,SAL,1000.0,1,CC000009,WBS-0007,6000000010,1000,BU03,,,,,PC0001,SCM,2000,,1,6,2025,5000000111,1,W,117.65,M,350443.96,INR,20250818,20250818,S,101,MAT00000009,3000,0010,V000021,5000000111,2025,1,501,MAT00000016,2100,0002,,V000031,28.002,PC,19972.96,EUR,2000,CC000020,6000000019,GR Material 111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000112,10,MAT00000012,PO Item 112,3000,WH01,177.675,EA,48345.83,1,8589845.35,KG,1,1,INFO000036,V1,X,X,,,1000,F,RS,V000014,3000,20,20231030,20231030,20231030,20240128,USD,NET60,CIF,DESTINATION PORT,72.5797,,,SALES09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000010,WBS-0029,6000000012,1000,BU02,,,,,PC0005,FIN,3000,,1,3,2023,5000000112,1,R,137.872,M,222827.87,USD,20230828,20230828,H,102,MAT00000051,3000,0001,V000020,5000000112,2025,1,101,MAT00000018,3000,0002,,V000007,29.23,PC,119042.4,EUR,3000,CC000006,6000000024,GR Material 112,,5000000112.0,2025.0,20250520.0,20250520.0,20250520.0,USER018,MIGO,GR for PO 4500000112,DLV00000112,SLIP785720,4500000112.0,,101.0,,,,,,,,,,,,,,,,1,,0.0
4500000113,10,MAT00000026,PO Item 113,1000,0002,303.419,M,39713.45,1,12049815.29,M,1,1,INFO000008,V2,X,X,,X,2000,F,FO,V000033,3000,3,20230718,20230718,20230718,20231016,EUR,0002,FOB,DESTINATION PORT,82.5006,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000006,WBS-0009,6000000010,1000,BU04,,,,,PC0002,FIN,2000,,1,4,2024,5000000113,1,E,49.289,EA,99504.13,USD,20240703,20240703,H,102,MAT00000017,2000,0010,V000021,5000000113,2025,1,101,MAT00000058,1000,0001,,V000025,29.059,KG,53579.63,EUR,1000,CC000004,6000000030,GR Material 113,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000114,10,MAT00000052,PO Item 114,1000,WH01,267.436,KG,37894.27,1,10134291.99,PC,1,1,INFO000039,I0,X,X,,,2000,F,RS,V000037,3000,10,20230508,20230508,20230508,20230806,USD,NET60,CIF,DESTINATION PORT,88.7642,,,SALES06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000007,WBS-0009,6000000015,1000,BU01,3063511828.0,20.0,,,PC0001,SCM,1000,,1,2,2023,5000000114,1,E,83.672,PC,305879.74,EUR,20230921,20230921,H,101,MAT00000035,2100,0010,V000037,5000000114,2024,1,101,MAT00000054,2100,0002,BATCH20956,V000025,2.843,EA,10558.86,EUR,1000,CC000014,6000000013,GR Material 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000115,10,MAT00000007,PO Item 115,3000,0001,199.866,PC,3841.64,1,767813.22,M,1,1,INFO000047,I0,X,X,,X,1000,F,FO,V000028,2000,10,20240730,20240730,20240730,20241028,USD,NET30,DDP,DESTINATION PORT,79.0985,,,SALES01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000001,WBS-0006,6000000027,1000,BU05,,,,84443.0,PC0008,SCM,3000,,1,5,2025,5000000115,1,E,189.263,PC,388009.32,USD,20251024,20251024,H,121,MAT00000022,3000,0002,V000040,5000000115,2025,1,101,MAT00000008,2100,WH01,,V000019,32.738,PC,41681.18,EUR,1000,CC000007,6000000027,GR Material 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000116,10,MAT00000036,PO Item 116,2100,0010,70.532,PC,44621.12,1,3147216.84,KG,1,1,INFO000005,V0,X,X,,,3000,F,ZUB,V000028,2000,10,20240217,20240217,20240217,20240517,USD,2/10NET30,EXW,DESTINATION PORT,77.3386,,,SALES08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0010,6000000018,1000,BU04,,,ORD401198,,PC0001,,2000,,1,4,2023,5000000116,1,Q,146.887,EA,367550.97,USD,20230208,20230208,S,122,MAT00000038,2100,WH01,V000029,5000000116,2023,1,101,MAT00000052,1000,WH01,,V000007,138.051,M,202692.09,EUR,3000,CC000020,6000000027,GR Material 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000117,10,MAT00000004,PO Item 117,2000,0002,74.262,KG,6702.7,1,497755.91,PC,1,1,INFO000016,V1,X,X,,,1000,F,ZUB,V000018,1000,20,20250705,20250705,20250705,20251003,EUR,2/10NET30,DAP,DESTINATION PORT,84.6397,,,SALES01,,1000000190.0,10.0,ZNB,PR Item 190,0010,27.748,EA,20240404.0,USER007,10.0,X,2.0,K,48283.91,1.0,INR,REQ00000190,,1.0,CC000006,WBS-0006,6000000009.0,1000.0,BU02,9824122054.0,30.0,,,CA290305,PC0009,SAL,3000.0,1,CC000007,WBS-0008,6000000008,1000,BU01,,,ORD436768,89007.0,PC0003,,2000,,1,4,2023,5000000117,1,W,47.516,M,103769.71,INR,20230609,20230609,H,122,MAT00000021,3000,WH01,V000027,5000000117,2024,1,102,MAT00000040,2100,WH01,,V000014,142.574,M,403861.09,INR,2000,CC000009,6000000008,GR Material 117,,,,,,,,,,,,,,,972.715,29.174,0.0,0.0,8.164,0.0,2025.0,8.0,259.467,158.95,130938.86,A,PD,M,7197.0,1,,
4500000118,10,MAT00000026,PO Item 118,2000,WH01,471.891,PC,35676.92,1,16835617.46,EA,1,1,INFO000032,V0,X,X,,,2000,F,FO,V000033,3000,3,20241020,20241020,20241020,20250118,USD,NET30,FOB,DESTINATION PORT,73.6805,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000020,WBS-0010,6000000020,1000,BU01,,,,,PC0009,,2000,CA160541,1,5,2023,5000000118,1,Q,123.976,L,310032.09,USD,20230501,20230501,S,122,MAT00000038,1000,0010,V000017,5000000118,2023,1,101,MAT00000028,2000,0002,BATCH28577,V000022,135.553,L,113978.8,INR,3000,CC000018,6000000013,GR Material 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000119,10,MAT00000035,PO Item 119,2100,0002,64.336,M,42842.58,1,2756320.23,EA,1,1,INFO000027,I1,X,X,,,2000,F,RS,V000001,1000,20,20230228,20230228,20230228,20230529,EUR,2/10NET30,CIF,DESTINATION PORT,76.8552,,,SALES06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000018,WBS-0010,6000000015,1000,BU02,,,,,PC0006,,2000,,1,6,2023,5000000119,1,W,112.147,L,23515.13,EUR,20230831,20230831,H,101,MAT00000041,1000,WH01,V000023,5000000119,2023,1,101,MAT00000008,2000,0001,,V000007,114.638,L,525504.68,EUR,1000,CC000011,6000000021,GR Material 119,,5000000119.0,2023.0,20230617.0,20230617.0,20230617.0,USER012,MIGO,GR for PO 4500000119,DLV00000119,,4500000119.0,X,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000120,10,MAT00000004,PO Item 120,1100,0001,308.588,M,19894.29,1,6139139.16,KG,1,1,INFO000028,V0,X,X,,,3000,F,FO,V000013,3000,2,20240511,20240511,20240511,20240809,USD,0001,FOB,DESTINATION PORT,79.5622,,,SALES08,,1000000131.0,10.0,RV,PR Item 131,0002,268.897,PC,20230217.0,USER017,20.0,02,2.0,K,17884.16,1.0,INR,REQ00000131,,1.0,CC000011,WBS-0008,6000000002.0,1000.0,BU03,,,,,,PC0001,SAL,2000.0,1,CC000006,WBS-0009,6000000010,1000,BU02,2632905061.0,20.0,ORD399279,,PC0002,SCM,1000,,1,6,2023,5000000120,1,E,61.904,M,136855.32,USD,20231023,20231023,H,122,MAT00000014,1000,0001,V000020,5000000120,2024,1,101,MAT00000025,1100,WH01,BATCH19077,V000033,160.44,L,485509.7,EUR,1000,CC000013,6000000007,GR Material 120,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000121,10,MAT00000010,PO Item 121,2000,WH01,142.439,EA,26730.95,1,3807529.79,EA,1,1,INFO000025,I1,X,X,L,X,3000,F,RS,V000037,1000,10,20251123,20251123,20251123,20260221,USD,NET30,DAP,DESTINATION PORT,87.5483,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000015,WBS-0027,6000000024,1000,BU05,,,,,PC0006,FIN,1000,,1,3,2023,5000000121,1,Q,159.442,PC,218595.7,INR,20230528,20230528,S,122,MAT00000049,2000,WH01,V000031,5000000121,2025,1,501,MAT00000053,2000,0001,,V000020,52.081,M,154466.1,USD,1000,CC000016,6000000006,GR Material 121,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000122,10,MAT00000028,PO Item 122,2100,0002,63.719,PC,46763.24,1,2979706.89,L,1,1,INFO000029,V2,X,X,,,2000,F,ZUB,V000026,3000,1,20230824,20230824,20230824,20231122,EUR,NET60,DDP,DESTINATION PORT,82.9617,,3000.0,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000016,WBS-0007,6000000020,1000,BU02,,,,,PC0009,MFG,1000,CA685941,1,1,2023,5000000122,1,Q,119.177,KG,511332.86,EUR,20231215,20231215,S,122,MAT00000050,2000,0002,V000004,5000000122,2023,1,501,MAT00000028,2100,0001,,V000002,41.02,M,174499.86,USD,1000,CC000014,6000000024,GR Material 122,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000123,10,MAT00000021,PO Item 123,1000,0002,424.784,PC,26174.88,1,11118670.23,M,1,1,INFO000029,V1,X,X,,,2000,F,FO,V000011,2000,10,20250224,20250224,20250224,20250525,EUR,NET60,CIF,DESTINATION PORT,71.5732,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000017,WBS-0011,6000000028,1000,BU04,,,,,PC0007,MFG,3000,,1,1,2023,5000000123,1,W,155.151,L,33435.3,INR,20230211,20230211,H,122,MAT00000029,3000,0010,V000010,5000000123,2023,1,502,MAT00000026,1100,WH01,BATCH45901,V000026,53.309,M,136876.64,USD,1000,CC000001,6000000001,GR Material 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000124,10,MAT00000002,PO Item 124,1100,WH01,490.707,KG,32563.27,1,15979024.53,L,1,1,INFO000019,V0,X,X,,X,3000,F,FO,V000018,3000,20,20241128,20241128,20241128,20250226,USD,NET60,DDP,DESTINATION PORT,70.6947,,,SALES03,,1000000170.0,10.0,RS,PR Item 170,WH01,6.401,M,20250916.0,USER014,3.0,02,4.0,K,12616.27,1.0,EUR,REQ00000170,,1.0,CC000015,WBS-0009,6000000005.0,1000.0,BU03,,,,,,PC0007,,3000.0,1,CC000001,WBS-0006,6000000028,1000,BU03,,,,,PC0008,,3000,CA584838,1,7,2025,5000000124,1,Q,139.306,EA,192545.24,INR,20250819,20250819,S,121,MAT00000027,2100,WH01,V000035,5000000124,2025,1,102,MAT00000002,1100,0010,,V000014,82.385,M,259163.25,INR,1000,CC000005,6000000017,GR Material 124,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000125,10,MAT00000040,PO Item 125,3000,0002,17.336,EA,21654.4,1,375400.68,M,1,1,INFO000014,I1,X,X,,X,2000,F,NB,V000011,3000,10,20250205,20250205,20250205,20250506,EUR,NET60,FOB,DESTINATION PORT,76.4954,,,SALES06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000015,WBS-0030,6000000019,1000,BU01,,,,,PC0001,,1000,,1,5,2023,5000000125,1,W,130.203,EA,650920.15,INR,20230626,20230626,S,102,MAT00000046,1100,0010,V000015,5000000125,2025,1,502,MAT00000037,2000,0001,BATCH63093,V000038,199.75,KG,404965.02,INR,3000,CC000012,6000000005,GR Material 125,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000126,10,MAT00000027,PO Item 126,2100,0010,476.14,M,25293.4,1,12043199.48,EA,1,1,INFO000045,I1,X,X,,,3000,F,RS,V000003,2000,2,20231228,20231228,20231228,20240327,USD,0001,CIF,DESTINATION PORT,74.7511,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000005,WBS-0005,6000000029,1000,BU02,2040226318.0,30.0,,24064.0,PC0007,,1000,,1,4,2025,5000000126,1,W,127.159,M,581356.8,INR,20250209,20250209,S,101,MAT00000055,3000,WH01,V000022,5000000126,2024,1,502,MAT00000033,2000,0010,,V000028,12.365,M,38725.4,INR,2000,CC000015,6000000029,GR Material 126,,5000000126.0,2024.0,20241119.0,20241119.0,20241119.0,USER008,MIGO,GR for PO 4500000126,DLV00000126,SLIP664917,4500000126.0,,101.0,,,,,,,,,,,,,,,,1,,0.0
4500000127,10,MAT00000027,PO Item 127,1000,0002,101.499,KG,3459.03,1,351088.09,KG,1,1,INFO000044,I1,X,X,,,2000,F,FO,V000035,1000,10,20231201,20231201,20231201,20240229,EUR,0002,CIF,DESTINATION PORT,77.1348,,,SALES07,,1000000160.0,10.0,RS,PR Item 160,WH01,258.887,KG,20240816.0,USER003,2.0,X,1.0,P,2216.2,1.0,EUR,REQ00000160,,1.0,CC000016,WBS-0007,6000000006.0,1000.0,BU04,,,,,,PC0006,SCM,2000.0,1,CC000018,WBS-0001,6000000001,1000,BU05,,,ORD777273,,PC0005,,3000,,1,1,2023,5000000127,1,R,130.096,KG,443704.51,INR,20230816,20230816,H,122,MAT00000024,2100,0002,V000008,5000000127,2023,1,101,MAT00000041,2000,0001,,V000023,66.264,EA,45210.16,USD,2000,CC000012,6000000004,GR Material 127,,5000000127.0,2023.0,20230913.0,20230913.0,20230913.0,USER016,MIGO,GR for PO 4500000127,DLV00000127,,4500000127.0,,102.0,,,,,,,,,,,,,,,,1,-338.0,1.0
4500000128,10,MAT00000051,PO Item 128,2100,0010,475.927,L,49768.46,1,23686153.86,L,1,1,INFO000027,V1,X,X,,X,1000,F,FO,V000016,2000,3,20231109,20231109,20231109,20240207,INR,0002,EXW,DESTINATION PORT,89.6432,C000009,,SALES09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000016,WBS-0002,6000000008,1000,BU01,4008714405.0,20.0,,,PC0006,,1000,CA805448,1,2,2024,5000000128,1,W,192.537,EA,828439.35,USD,20240620,20240620,H,101,MAT00000023,1100,0010,V000033,5000000128,2025,1,101,MAT00000040,1000,0002,BATCH20709,V000002,56.936,M,199778.42,USD,1000,CC000002,6000000022,GR Material 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000129,10,MAT00000004,PO Item 129,2000,WH01,274.43,PC,39748.3,1,10908125.97,EA,1,1,INFO000013,I0,X,X,,X,1000,F,NB,V000028,3000,3,20230411,20230411,20230411,20230710,EUR,0001,DAP,DESTINATION PORT,72.9339,,,SALES02,,1000000190.0,10.0,ZNB,PR Item 190,0010,27.748,EA,20240404.0,USER007,10.0,X,2.0,K,48283.91,1.0,INR,REQ00000190,,1.0,CC000006,WBS-0006,6000000009.0,1000.0,BU02,9824122054.0,30.0,,,CA290305,PC0009,SAL,3000.0,1,CC000008,WBS-0007,6000000005,1000,BU04,,,,,PC0009,,1000,,1,7,2023,5000000129,1,E,4.876,EA,21515.94,INR,20230502,20230502,H,121,MAT00000009,2000,0010,V000021,5000000129,2025,1,101,MAT00000046,2100,0002,BATCH49103,V000003,38.065,L,86023.85,EUR,2000,CC000013,6000000018,GR Material 129,,5000000129.0,2025.0,20250424.0,20250424.0,20250424.0,USER012,MIGO,GR for PO 4500000129,DLV00000129,,4500000129.0,,102.0,,,,,,,,,,,,,,,,1,385.0,0.0
4500000130,10,MAT00000004,PO Item 130,2100,0010,7.122,M,12552.29,1,89397.41,KG,1,1,INFO000006,V0,X,X,,,2000,F,NB,V000007,3000,10,20250222,20250222,20250222,20250523,USD,2/10NET30,FOB,DESTINATION PORT,70.8247,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000012,WBS-0019,6000000006,1000,BU05,,,,,PC0008,FIN,3000,,1,4,2025,5000000130,1,Q,182.036,PC,565656.95,USD,20251127,20251127,S,101,MAT00000018,1100,WH01,V000040,5000000130,2023,1,502,MAT00000036,2000,0010,,V000010,74.937,M,181171.31,USD,3000,CC000020,6000000016,GR Material 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000131,10,MAT00000044,PO Item 131,1000,0001,242.55,M,47886.0,1,11614749.3,EA,1,1,INFO000013,V0,X,X,,X,2000,F,FO,V000031,1000,10,20240518,20240518,20240518,20240816,EUR,NET60,DAP,DESTINATION PORT,71.0988,,3000.0,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000018,WBS-0024,6000000017,1000,BU01,,,,,PC0008,,1000,,1,5,2023,5000000131,1,Q,143.694,PC,703209.75,INR,20230307,20230307,S,102,MAT00000034,3000,0002,V000023,5000000131,2025,1,102,MAT00000035,1000,0001,BATCH69168,V000031,47.647,L,177083.66,INR,3000,CC000005,6000000003,GR Material 131,X,5000000131.0,2025.0,20250509.0,20250509.0,20250509.0,USER008,MIGO,GR for PO 4500000131,DLV00000131,,4500000131.0,,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000132,10,MAT00000022,PO Item 132,2000,0010,194.081,L,5429.11,1,1053687.1,L,1,1,INFO000009,V0,X,X,,,3000,F,FO,V000011,2000,2,20230523,20230523,20230523,20230821,USD,0001,EXW,DESTINATION PORT,70.3739,,,SALES10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000013,WBS-0001,6000000015,1000,BU02,,,,,PC0003,,3000,,1,4,2023,5000000132,1,Q,127.688,KG,514752.96,EUR,20230111,20230111,H,102,MAT00000044,1000,0010,V000010,5000000132,2025,1,101,MAT00000046,1100,0010,BATCH65013,V000010,31.887,EA,73741.75,EUR,1000,CC000016,6000000024,GR Material 132,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000133,10,MAT00000015,PO Item 133,3000,WH01,184.824,PC,35812.0,1,6618917.09,PC,1,1,INFO000032,I1,X,X,,,3000,F,RS,V000015,3000,3,20250926,20250926,20250926,20251225,EUR,NET30,DAP,DESTINATION PORT,70.7317,,,SALES03,,1000000020.0,10.0,ZNB,PR Item 20,0001,117.093,PC,20240923.0,USER006,1.0,03,1.0,A,24722.59,1.0,INR,REQ00000020,,1.0,CC000008,WBS-0008,6000000006.0,1000.0,BU02,,,,,CA121753,PC0003,SAL,2000.0,1,CC000001,WBS-0001,6000000006,1000,BU04,,,,,PC0008,SAL,3000,,1,5,2024,5000000133,1,R,112.13,M,393912.5,INR,20240402,20240402,S,122,MAT00000053,1000,0010,V000005,5000000133,2023,1,502,MAT00000059,3000,0001,BATCH78783,V000015,176.014,EA,633430.59,USD,2000,CC000004,6000000020,GR Material 133,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000134,10,MAT00000047,PO Item 134,3000,0001,199.119,M,4013.3,1,799124.28,M,1,1,INFO000040,I1,X,X,,X,2000,F,ZUB,V000007,1000,20,20240819,20240819,20240819,20241117,EUR,NET30,DAP,DESTINATION PORT,86.5181,,3000.0,SALES01,,1000000143.0,10.0,RV,PR Item 143,WH01,378.571,M,20241108.0,USER017,1.0,01,4.0,F,9250.7,1.0,EUR,REQ00000143,,1.0,CC000011,WBS-0002,6000000028.0,1000.0,BU01,,,,,CA900177,PC0004,SCM,3000.0,1,CC000007,WBS-0011,6000000021,1000,BU02,1819412471.0,30.0,,,PC0004,,1000,,1,7,2023,5000000134,1,Q,100.713,EA,237408.46,EUR,20230210,20230210,S,102,MAT00000009,3000,WH01,V000034,5000000134,2024,1,102,MAT00000058,1000,0002,,V000027,85.068,M,114346.62,EUR,2000,CC000008,6000000020,GR Material 134,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000135,10,MAT00000003,PO Item 135,1000,WH01,184.819,PC,22677.7,1,4191269.84,KG,1,1,INFO000049,V2,X,X,,,3000,F,FO,V000016,2000,2,20230628,20230628,20230628,20230926,EUR,2/10NET30,DAP,DESTINATION PORT,85.6584,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000008,WBS-0004,6000000006,1000,BU04,,,,,PC0007,,3000,,1,7,2024,5000000135,1,E,47.304,L,177123.2,INR,20240703,20240703,H,122,MAT00000001,2100,0001,V000038,5000000135,2025,1,102,MAT00000002,3000,0002,,V000031,149.667,M,19335.02,EUR,2000,CC000008,6000000007,GR Material 135,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000136,10,MAT00000044,PO Item 136,3000,0002,412.631,L,44113.89,1,18202758.54,EA,1,1,INFO000004,V2,X,X,,,2000,F,RS,V000031,2000,20,20230818,20230818,20230818,20231116,EUR,0001,DAP,DESTINATION PORT,84.0801,,,SALES08,,1000000019.0,10.0,ZNB,PR Item 19,WH01,466.271,L,20230611.0,USER019,2.0,03,1.0,P,41254.62,1.0,EUR,REQ00000019,,1.0,CC000001,WBS-0016,6000000007.0,1000.0,BU02,,,,,,PC0009,FIN,1000.0,1,CC000009,WBS-0003,6000000027,1000,BU04,,,ORD162036,,PC0005,,2000,,1,7,2023,5000000136,1,E,41.096,KG,51472.97,EUR,20230607,20230607,H,101,MAT00000039,2100,WH01,V000030,5000000136,2024,1,501,MAT00000023,2100,0010,BATCH38063,V000009,172.473,M,664636.87,INR,2000,CC000002,6000000009,GR Material 136,,5000000136.0,2024.0,20241006.0,20241006.0,20241006.0,USER001,MIGO,GR for PO 4500000136,DLV00000136,SLIP658339,4500000136.0,,501.0,,,,,,,,,,,,,,,,1,483.0,0.0
