LIFNR,NAME1,NAME2,ORT01,LAND1,STRAS,PSTLZ,REGIO,TELF1,TELFX,KTOKK,SPRAS,STCD1,STCD2,XCPDK,LOEVM,SPERR,SPERZ,BEGRU,ERDAT,BUKRS,AKONT,ZTERM,ZWELS,REPRF,VRSZL,KULTG,MINDK,ZINDT,ALTKN,PERNR,DATLZ,LNRZA,XVERR,TOGRU,TLFXS,STCD3,UZAWE,EKVBD,EKORG,WAERS,ZTERM_LFM1,INCO1,INCO2,MINBW,KZRET,LFABC,VRFKZ,LIEFF,WMFST,WEBRE,XERSY,XNBWY,PLIFZ,DISPO,RDPRF,MEGRU,UNLOADING_POINT,dim_entity_type,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,LABOR,EKWSL,BRGEW,NTGEW,WERKS,PSTAT,LVORM,BWTTY,MTVFP,DISMM,DISLS,BERID,MABST,MINBE,EISBE,MTVLP,WEBAZ,LGPRO,LGFSB,RGEKZ,FEVOR,INFNR,IDNLF,MAHN1,MAHN2,MAHN3,TXZ01,MAKTX,UMREZ,UMREN,LMEIN,LTSNR,NORMT,VERKF,VREPZ,NETPR,EKORG_EINE,ESOKZ,NETPR_EINE,PEINH,BPRME,PRDAT,EKGRP,MWSKZ,UEBTO,UNTTO,BSTMA,BSTMI
V000043,Vendor 43 Ltd,Vendor 43 Pvt,Bangalore,IN,527 Industrial Area,412321.0,MH,919455831911.0,912278909488.0,1.0,EN,GSTIN0000000043,PAN00000043,,,,,1.0,20180120.0,1000.0,21000000.0,0002,T,,3.0,X,C,20240913.0,,P2167,20180721.0,,,GRP01,918560600955.0,TAN36846824,C,USER004,1000.0,EUR,NET60,DDP,DESTINATION,17441.16,X,B,1.0,,,X,X,,10.0,MRP3,1.0,MG03,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000044,Vendor 44 Ltd,Vendor 44 Pvt,Kolkata,IN,108 Industrial Area,421519.0,MH,919303369083.0,912200936195.0,1.0,EN,GSTIN0000000044,PAN00000044,,,,,1.0,20220615.0,3000.0,21000000.0,0002,B,,,X,,20241026.0,,P6101,20210225.0,,,,914889428336.0,TAN57182050,C,,1000.0,INR,NET30,DAP,DESTINATION,9498.45,,A,1.0,,1.0,X,,X,24.0,MRP5,1.0,MG01,Dock 3,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000045,Vendor 45 Ltd,Vendor 45 Pvt,Bangalore,IN,963 Industrial Area,446967.0,MH,919303801122.0,912214005157.0,1.0,EN,GSTIN0000000045,PAN00000045,,,X,,1.0,20220108.0,1000.0,21000000.0,0001,T,,2.0,,C,,,,20231213.0,V000019,,GRP02,911986563860.0,TAN29536326,C,USER002,2000.0,EUR,NET60,EXW,DESTINATION,20358.84,,A,,,,X,,X,3.0,MRP4,1.0,MG01,Dock 2,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000046,Vendor 46 Ltd,Vendor 46 Pvt,Bangalore,IN,817 Industrial Area,407633.0,MH,919533772707.0,912256449567.0,1.0,EN,GSTIN0000000046,PAN00000046,,,,,1.0,20220701.0,2000.0,21000000.0,0001,C,,3.0,,A,,,,20190930.0,,,,917535947151.0,,C,USER002,2000.0,EUR,NET60,DDP,DESTINATION,22489.55,,B,1.0,,1.0,X,X,,14.0,,1.0,MG01,Dock 8,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000047,Vendor 47 Ltd,Vendor 47 Pvt,Surat,IN,611 Industrial Area,460293.0,MH,919317269662.0,912257555093.0,1.0,EN,GSTIN0000000047,PAN00000047,,,,,1.0,20181114.0,2000.0,21000000.0,0001,B,,2.0,,C,20240730.0,,P6549,20240824.0,,,,,,C,USER001,1000.0,INR,2/10NET30,DDP,DESTINATION,6564.56,,B,,,,X,,X,28.0,,1.0,MG01,Dock 7,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000048,Vendor 48 Ltd,Vendor 48 Pvt,Bangalore,IN,754 Industrial Area,576355.0,MH,919317154832.0,912267781506.0,1.0,EN,GSTIN0000000048,PAN00000048,,,X,,1.0,20191201.0,1000.0,21000000.0,0001,B,X,,,B,20240113.0,,,20210724.0,,,,917282518886.0,,C,USER004,3000.0,EUR,0002,CIF,DESTINATION,12179.64,,A,2.0,,2.0,X,X,X,18.0,MRP2,1.0,MG01,Dock 8,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000049,Vendor 49 Ltd,Vendor 49 Pvt,Surat,IN,698 Industrial Area,524020.0,MH,919039081292.0,912278171302.0,1.0,EN,GSTIN0000000049,PAN00000049,,,,,1.0,20210418.0,3000.0,21000000.0,0002,T,,1.0,,A,20241029.0,,,20250909.0,,,GRP01,914747781900.0,TAN31549640,C,USER002,2000.0,EUR,0001,EXW,DESTINATION,45086.7,,A,1.0,,1.0,X,,,1.0,MRP1,1.0,MG01,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000050,Vendor 50 Ltd,Vendor 50 Pvt,Ahmedabad,IN,430 Industrial Area,544813.0,MH,919228003124.0,912231138189.0,1.0,EN,GSTIN0000000050,PAN00000050,,,,,1.0,20190807.0,2000.0,21000000.0,NET60,T,X,2.0,,B,,OLD70210,,20200425.0,,,GRP01,915064122912.0,,C,USER002,2000.0,INR,0001,DDP,DESTINATION,18310.4,,A,2.0,,1.0,X,,X,12.0,MRP1,1.0,MG02,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000051,Vendor 51 Ltd,Vendor 51 Pvt,Surat,IN,664 Industrial Area,446213.0,MH,919514752294.0,912257188765.0,1.0,EN,GSTIN0000000051,PAN00000051,,,,,1.0,20210513.0,1000.0,21000000.0,NET30,T,,2.0,X,,,,,20201228.0,,,GRP01,,,C,USER001,3000.0,USD,0001,CIF,DESTINATION,15127.84,,B,1.0,X,,X,X,,19.0,MRP2,1.0,,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000052,Vendor 52 Ltd,Vendor 52 Pvt,Hyderabad,IN,666 Industrial Area,410824.0,MH,919032559174.0,912246359439.0,1.0,EN,GSTIN0000000052,PAN00000052,,,,X,1.0,20220908.0,3000.0,21000000.0,NET30,T,X,,,,,OLD60801,P9856,20210528.0,V000050,,GRP02,,,C,USER001,1000.0,EUR,2/10NET30,EXW,DESTINATION,30877.66,X,B,,X,2.0,X,,,20.0,,1.0,MG01,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000053,Vendor 53 Ltd,Vendor 53 Pvt,Surat,IN,737 Industrial Area,517611.0,MH,919219138328.0,912225579845.0,1.0,EN,GSTIN0000000053,PAN00000053,,,,,1.0,20210730.0,3000.0,21000000.0,0001,T,,,,A,20240614.0,,P8268,20190620.0,,X,,911189941491.0,,C,,3000.0,INR,2/10NET30,CIF,DESTINATION,30665.77,,C,2.0,,,X,,X,24.0,MRP1,1.0,MG02,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000054,Vendor 54 Ltd,Vendor 54 Pvt,Surat,IN,271 Industrial Area,585679.0,MH,919218017033.0,912265378212.0,1.0,EN,GSTIN0000000054,PAN00000054,,,,,1.0,20220126.0,3000.0,21000000.0,0002,T,X,3.0,,B,,,,20200330.0,,,GRP01,,TAN87595788,C,USER002,3000.0,EUR,2/10NET30,DAP,DESTINATION,14283.12,X,C,2.0,,,X,,X,8.0,,1.0,,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000055,Vendor 55 Ltd,Vendor 55 Pvt,Pune,IN,206 Industrial Area,558451.0,MH,919752373786.0,912241801592.0,1.0,EN,GSTIN0000000055,PAN00000055,,,,,1.0,20211124.0,1000.0,21000000.0,NET60,T,,2.0,,,,,,20210212.0,,,GRP03,,,C,USER003,1000.0,EUR,0001,CIF,DESTINATION,3755.97,,A,,,1.0,X,X,X,13.0,,1.0,MG03,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000056,Vendor 56 Ltd,Vendor 56 Pvt,Bangalore,IN,492 Industrial Area,538935.0,MH,919880465950.0,912293282771.0,1.0,EN,GSTIN0000000056,PAN00000056,,X,,,1.0,20200515.0,2000.0,21000000.0,2/10NET30,C,,,X,,,,,20180428.0,,X,,916988559484.0,,C,,2000.0,USD,0001,EXW,DESTINATION,36922.4,,C,,X,2.0,X,,X,28.0,MRP2,1.0,,Dock 9,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000057,Vendor 57 Ltd,Vendor 57 Pvt,Mumbai,IN,46 Industrial Area,586114.0,MH,919550262708.0,912200430988.0,1.0,EN,GSTIN0000000057,PAN00000057,,,,,1.0,20180322.0,2000.0,21000000.0,NET60,C,,,,,,,,20210528.0,V000023,,,,,C,USER003,2000.0,EUR,0001,FOB,DESTINATION,19152.39,,A,,,,X,X,,3.0,MRP5,1.0,MG01,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000058,Vendor 58 Ltd,Vendor 58 Pvt,Mumbai,IN,82 Industrial Area,514692.0,MH,919311929678.0,912244562058.0,1.0,EN,GSTIN0000000058,PAN00000058,,,,,1.0,20190125.0,2000.0,21000000.0,2/10NET30,B,X,,,C,20240228.0,,P1831,20230508.0,,,,,,C,,1000.0,USD,0001,FOB,DESTINATION,27424.07,,C,2.0,,2.0,X,,,27.0,MRP3,1.0,MG01,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000059,Vendor 59 Ltd,Vendor 59 Pvt,Ahmedabad,IN,102 Industrial Area,491102.0,MH,919905043522.0,912228404708.0,1.0,EN,GSTIN0000000059,PAN00000059,,,,,1.0,20220809.0,3000.0,21000000.0,NET30,B,,,,,,,,20200417.0,,X,,913127233070.0,TAN82091897,C,USER002,3000.0,INR,NET60,CIF,DESTINATION,25048.97,,A,,,3.0,X,,,18.0,MRP2,1.0,,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000060,Vendor 60 Ltd,Vendor 60 Pvt,Jaipur,IN,694 Industrial Area,489889.0,MH,919656531243.0,912210471044.0,1.0,EN,GSTIN0000000060,PAN00000060,,,,,1.0,20200514.0,1000.0,21000000.0,NET30,T,,3.0,,B,,,P3131,20180109.0,,,,914234448365.0,TAN23245372,C,USER002,2000.0,EUR,0001,DDP,DESTINATION,46965.74,,B,,,3.0,X,X,,2.0,,1.0,MG02,Dock 3,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000061,Vendor 61 Ltd,Vendor 61 Pvt,Delhi,IN,234 Industrial Area,444951.0,MH,919878964239.0,912295079748.0,1.0,EN,GSTIN0000000061,PAN00000061,,,,,1.0,20200901.0,3000.0,21000000.0,NET30,C,,3.0,,,20241228.0,,,20190902.0,,X,GRP02,,,C,USER001,1000.0,USD,2/10NET30,DAP,DESTINATION,24827.76,,B,,,,X,X,X,10.0,,1.0,MG03,Dock 2,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000062,Vendor 62 Ltd,Vendor 62 Pvt,Bangalore,IN,777 Industrial Area,505220.0,MH,919223996139.0,912282461371.0,1.0,EN,GSTIN0000000062,PAN00000062,,,,,1.0,20220918.0,3000.0,21000000.0,0002,B,,1.0,,A,20240918.0,,,20180404.0,,,,911936330742.0,,C,,1000.0,INR,0001,EXW,DESTINATION,22020.26,,B,,,2.0,X,X,,11.0,MRP4,1.0,,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000063,Vendor 63 Ltd,Vendor 63 Pvt,Kolkata,IN,909 Industrial Area,556447.0,MH,919475880441.0,912211063527.0,1.0,EN,GSTIN0000000063,PAN00000063,,,,,1.0,20200731.0,2000.0,21000000.0,NET60,C,,,,,,,,20200625.0,,,GRP02,915290464716.0,,C,USER002,3000.0,EUR,0001,DDP,DESTINATION,1525.55,X,A,,X,2.0,X,,,29.0,MRP2,1.0,MG02,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000064,Vendor 64 Ltd,Vendor 64 Pvt,Kolkata,IN,4 Industrial Area,439201.0,MH,919964370749.0,912254492626.0,1.0,EN,GSTIN0000000064,PAN00000064,,,,,1.0,20200816.0,2000.0,21000000.0,NET30,T,,1.0,,A,20241008.0,,,20220714.0,,,GRP01,918168453360.0,TAN89105321,C,USER003,3000.0,EUR,0001,CIF,DESTINATION,44757.83,,B,,,,X,,,26.0,MRP3,1.0,MG02,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000065,Vendor 65 Ltd,Vendor 65 Pvt,Kolkata,IN,475 Industrial Area,550087.0,MH,919878495413.0,912257222668.0,1.0,EN,GSTIN0000000065,PAN00000065,,,,,1.0,20200714.0,2000.0,21000000.0,2/10NET30,T,,1.0,,,20240328.0,OLD78464,,20240109.0,,,GRP02,913506801119.0,TAN24404851,C,USER004,2000.0,EUR,NET60,CIF,DESTINATION,42730.97,,A,1.0,,1.0,X,,X,7.0,MRP4,1.0,,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000066,Vendor 66 Ltd,Vendor 66 Pvt,Mumbai,IN,194 Industrial Area,554791.0,MH,919869181425.0,912240512081.0,1.0,EN,GSTIN0000000066,PAN00000066,,,,,1.0,20200524.0,3000.0,21000000.0,NET30,C,,2.0,,B,,,,20241109.0,V000039,,,,TAN57623448,C,USER001,1000.0,EUR,0001,EXW,DESTINATION,24927.92,,B,1.0,,1.0,X,,,17.0,,1.0,MG03,Dock 7,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000067,Vendor 67 Ltd,Vendor 67 Pvt,Mumbai,IN,104 Industrial Area,489869.0,MH,919852994620.0,912277553899.0,1.0,EN,GSTIN0000000067,PAN00000067,,,,,1.0,20210111.0,1000.0,21000000.0,0002,C,X,,X,,,,,20250325.0,,,GRP02,918314908641.0,,C,,2000.0,EUR,0002,DDP,DESTINATION,43617.67,,C,1.0,,,X,,X,21.0,MRP2,1.0,MG02,Dock 3,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000068,Vendor 68 Ltd,Vendor 68 Pvt,Pune,IN,26 Industrial Area,569012.0,MH,919949200862.0,912287800473.0,1.0,EN,GSTIN0000000068,PAN00000068,,,,,1.0,20181028.0,1000.0,21000000.0,NET60,T,X,,,A,,,P1475,20211230.0,V000037,X,,919038253771.0,TAN79021601,C,,1000.0,EUR,0002,FOB,DESTINATION,42373.15,X,B,,X,,X,,,21.0,MRP1,1.0,MG03,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000069,Vendor 69 Ltd,Vendor 69 Pvt,Surat,IN,295 Industrial Area,408804.0,MH,919626093997.0,912273431742.0,1.0,EN,GSTIN0000000069,PAN00000069,,,,,1.0,20180201.0,3000.0,21000000.0,0002,T,,1.0,X,,20240315.0,OLD25182,P8712,20250608.0,,X,GRP01,,TAN25145863,C,USER001,3000.0,EUR,0001,DDP,DESTINATION,47437.51,,A,,,1.0,X,,,25.0,,1.0,MG02,Dock 9,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000070,Vendor 70 Ltd,Vendor 70 Pvt,Surat,IN,354 Industrial Area,570539.0,MH,919552770916.0,912217277460.0,1.0,EN,GSTIN0000000070,PAN00000070,,,,,1.0,20211222.0,2000.0,21000000.0,0002,T,,2.0,X,B,20241230.0,,P1826,20240223.0,,X,GRP01,,,C,,2000.0,EUR,NET60,DDP,DESTINATION,44744.61,X,B,1.0,,,X,,,5.0,MRP5,1.0,MG02,Dock 8,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000071,Vendor 71 Ltd,Vendor 71 Pvt,Mumbai,IN,492 Industrial Area,499868.0,MH,919062538726.0,912286875420.0,1.0,EN,GSTIN0000000071,PAN00000071,,,,,1.0,20221205.0,1000.0,21000000.0,0002,C,,1.0,,B,20240606.0,OLD10538,P2735,20210201.0,V000009,,,913694254580.0,TAN72532267,C,USER002,3000.0,USD,0002,FOB,DESTINATION,11233.78,X,B,1.0,,,X,,X,3.0,MRP1,1.0,MG01,Dock 9,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000072,Vendor 72 Ltd,Vendor 72 Pvt,Ahmedabad,IN,825 Industrial Area,432661.0,MH,919484148460.0,912260911739.0,1.0,EN,GSTIN0000000072,PAN00000072,,,,,1.0,20201224.0,3000.0,21000000.0,0001,T,X,,,,20240816.0,,,20200827.0,,,GRP02,918261718697.0,TAN28241849,C,USER002,2000.0,EUR,NET60,CIF,DESTINATION,14915.41,X,B,2.0,,1.0,X,,,16.0,,1.0,MG02,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000073,Vendor 73 Ltd,Vendor 73 Pvt,Kolkata,IN,383 Industrial Area,500461.0,MH,919292937761.0,912212934152.0,1.0,EN,GSTIN0000000073,PAN00000073,,,,,1.0,20190502.0,1000.0,21000000.0,NET30,C,X,3.0,X,B,20240402.0,,,20180218.0,,,GRP02,916568811580.0,TAN58486215,C,USER001,2000.0,USD,0002,DAP,DESTINATION,17641.8,,C,1.0,,,X,,X,2.0,MRP5,1.0,MG02,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000074,Vendor 74 Ltd,Vendor 74 Pvt,Mumbai,IN,707 Industrial Area,575234.0,MH,919276154807.0,912246112645.0,1.0,EN,GSTIN0000000074,PAN00000074,,,,,1.0,20220217.0,3000.0,21000000.0,NET30,B,,1.0,,C,20240308.0,,,20230213.0,,,,,,C,,2000.0,USD,2/10NET30,CIF,DESTINATION,19263.32,,C,1.0,,,X,X,,5.0,MRP1,1.0,MG03,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000075,Vendor 75 Ltd,Vendor 75 Pvt,Bangalore,IN,941 Industrial Area,507271.0,MH,919607034443.0,912230602593.0,1.0,EN,GSTIN0000000075,PAN00000075,,,,,1.0,20190819.0,2000.0,21000000.0,0001,B,,,,B,,,P7284,20210924.0,V000033,,GRP01,,,C,,2000.0,EUR,2/10NET30,DDP,DESTINATION,37625.77,,C,,X,1.0,X,,,21.0,,1.0,,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000076,Vendor 76 Ltd,Vendor 76 Pvt,Delhi,IN,517 Industrial Area,455719.0,MH,919646931923.0,912222873693.0,1.0,EN,GSTIN0000000076,PAN00000076,,,,,1.0,20200128.0,3000.0,21000000.0,2/10NET30,T,,3.0,X,,20240509.0,,,20200807.0,,,GRP03,,TAN54038904,C,USER004,3000.0,INR,2/10NET30,FOB,DESTINATION,26871.33,X,A,,,,X,,,12.0,,1.0,,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000077,Vendor 77 Ltd,Vendor 77 Pvt,Chennai,IN,838 Industrial Area,424678.0,MH,919116526942.0,912240137607.0,1.0,EN,GSTIN0000000077,PAN00000077,,,,,1.0,20190126.0,2000.0,21000000.0,NET60,C,,,X,B,20240911.0,OLD50760,,20250326.0,,X,GRP03,913940614579.0,TAN61644447,C,,1000.0,EUR,NET60,DAP,DESTINATION,44205.25,,A,,X,3.0,X,X,,3.0,,1.0,,Dock 2,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000078,Vendor 78 Ltd,Vendor 78 Pvt,Bangalore,IN,248 Industrial Area,571736.0,MH,919315252855.0,912271355953.0,1.0,EN,GSTIN0000000078,PAN00000078,,X,,,1.0,20210605.0,3000.0,21000000.0,2/10NET30,T,,1.0,,C,,OLD15771,,20180512.0,,X,,,TAN90582915,C,USER002,2000.0,USD,0002,EXW,DESTINATION,13029.09,,A,1.0,X,,X,,,3.0,,1.0,MG01,Dock 4,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000079,Vendor 79 Ltd,Vendor 79 Pvt,Mumbai,IN,46 Industrial Area,579396.0,MH,919179019752.0,912241936247.0,1.0,EN,GSTIN0000000079,PAN00000079,,,,,1.0,20200912.0,3000.0,21000000.0,NET30,B,,3.0,X,,,,,20190728.0,,,GRP01,915003954344.0,,C,,2000.0,INR,2/10NET30,EXW,DESTINATION,26221.55,,A,,,3.0,X,,X,25.0,MRP1,1.0,,Dock 3,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000080,Vendor 80 Ltd,Vendor 80 Pvt,Bangalore,IN,819 Industrial Area,418465.0,MH,919341073273.0,912298575087.0,1.0,EN,GSTIN0000000080,PAN00000080,,,,,1.0,20220421.0,2000.0,21000000.0,0001,B,,1.0,X,C,20240909.0,,,20201226.0,,X,GRP03,911221459606.0,,C,,1000.0,INR,2/10NET30,FOB,DESTINATION,31391.91,,A,1.0,X,,X,X,,7.0,,1.0,MG02,Dock 10,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000081,Vendor 81 Ltd,Vendor 81 Pvt,Kolkata,IN,360 Industrial Area,587063.0,MH,919986365864.0,912207312469.0,1.0,EN,GSTIN0000000081,PAN00000081,,,,,1.0,20190518.0,3000.0,21000000.0,NET60,C,,,,,20241028.0,,P1881,20181210.0,V000007,,GRP02,915470521233.0,,C,USER002,1000.0,EUR,0002,DAP,DESTINATION,43241.23,,C,2.0,,1.0,X,X,,26.0,,1.0,,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000082,Vendor 82 Ltd,Vendor 82 Pvt,Bangalore,IN,91 Industrial Area,503304.0,MH,919724367920.0,912259692693.0,1.0,EN,GSTIN0000000082,PAN00000082,,,,,1.0,20190328.0,1000.0,21000000.0,NET30,C,X,2.0,X,,,OLD87894,P2410,20210627.0,,,GRP01,914027409334.0,TAN64664494,C,USER003,1000.0,INR,2/10NET30,FOB,DESTINATION,37350.15,,B,1.0,,3.0,X,,,23.0,,1.0,,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000083,Vendor 83 Ltd,Vendor 83 Pvt,Ahmedabad,IN,349 Industrial Area,530626.0,MH,919945534813.0,912298846692.0,1.0,EN,GSTIN0000000083,PAN00000083,,,X,,1.0,20191008.0,1000.0,21000000.0,0002,B,,1.0,,,,,,20230228.0,,,GRP01,914322481528.0,TAN67440042,C,USER003,2000.0,INR,2/10NET30,DDP,DESTINATION,15291.45,,C,,X,1.0,X,,,4.0,,1.0,MG01,Dock 5,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000084,Vendor 84 Ltd,Vendor 84 Pvt,Mumbai,IN,866 Industrial Area,433759.0,MH,919245985659.0,912285291931.0,1.0,EN,GSTIN0000000084,PAN00000084,,,,,1.0,20220718.0,3000.0,21000000.0,NET30,C,,,X,,,OLD21413,,20200812.0,,X,,912438512030.0,TAN19342782,C,USER001,1000.0,USD,NET60,CIF,DESTINATION,29170.76,,B,,,2.0,X,,X,21.0,,1.0,MG01,Dock 8,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000085,Vendor 85 Ltd,Vendor 85 Pvt,Kolkata,IN,598 Industrial Area,575961.0,MH,919384652587.0,912222433402.0,1.0,EN,GSTIN0000000085,PAN00000085,,,,,1.0,20200731.0,2000.0,21000000.0,0001,C,,2.0,X,B,,OLD53684,,20200115.0,,X,,918082565991.0,,C,USER004,1000.0,EUR,NET60,EXW,DESTINATION,46202.58,,B,2.0,X,,X,,,27.0,,1.0,MG03,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000086,Vendor 86 Ltd,Vendor 86 Pvt,Ahmedabad,IN,573 Industrial Area,527251.0,MH,919396977790.0,912263162293.0,1.0,EN,GSTIN0000000086,PAN00000086,,,,,1.0,20201023.0,2000.0,21000000.0,NET60,T,X,1.0,X,,20241007.0,,P7987,20240713.0,,,GRP01,,,C,USER003,2000.0,EUR,0002,EXW,DESTINATION,23377.5,,B,2.0,,,X,X,X,15.0,MRP3,1.0,,Dock 6,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000087,Vendor 87 Ltd,Vendor 87 Pvt,Delhi,IN,819 Industrial Area,507005.0,MH,919831923442.0,912220844327.0,1.0,EN,GSTIN0000000087,PAN00000087,,,,,1.0,20180228.0,1000.0,21000000.0,0002,T,X,3.0,X,C,20241117.0,,,20230716.0,,,GRP03,,,C,,3000.0,USD,2/10NET30,EXW,DESTINATION,42035.47,,B,1.0,,,X,,X,7.0,,1.0,,Dock 1,vendor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
